"TIME","GEO","UNIT","NA_ITEM","Value"
"2007","Ireland","Current prices, euro per capita","Individual consumption expenditure of general government","4,900"
"2007","Ireland","Current prices, euro per capita","Collective consumption expenditure of general government","2,700"
"2007","Ireland","Current prices, units of national currency per capita","Gross domestic product at market prices","44,800"
"2007","Ireland","Current prices, units of national currency per capita","Final consumption expenditure","28,000"
"2007","Ireland","Current prices, units of national currency per capita","Final consumption expenditure of general government","7,600"
"2007","Ireland","Current prices, units of national currency per capita","Individual consumption expenditure of general government","4,900"
"2007","Ireland","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,700"
"2007","Ireland","Current prices, PPS per capita","Gross domestic product at market prices","38,500"
"2007","Ireland","Current prices, PPS per capita","Final consumption expenditure","24,000"
"2007","Ireland","Current prices, PPS per capita","Final consumption expenditure of general government","6,500"
"2007","Ireland","Current prices, PPS per capita","Individual consumption expenditure of general government","4,200"
"2007","Ireland","Current prices, PPS per capita","Collective consumption expenditure of general government","2,300"
"2007","Ireland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","40,800"
"2007","Ireland","Chain linked volumes (2010), euro per capita","Final consumption expenditure","26,600"
"2007","Ireland","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","7,600"
"2007","Ireland","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","4,800"
"2007","Ireland","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,700"
"2007","Ireland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","111.3"
"2007","Ireland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","109.8"
"2007","Ireland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","109.3"
"2007","Ireland","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","101.0"
"2007","Ireland","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","127.9"
"2007","Greece","Current prices, euro per capita","Gross domestic product at market prices","21,100"
"2007","Greece","Current prices, euro per capita","Final consumption expenditure","18,000"
"2007","Greece","Current prices, euro per capita","Final consumption expenditure of general government","4,300"
"2007","Greece","Current prices, euro per capita","Individual consumption expenditure of general government","2,100"
"2007","Greece","Current prices, euro per capita","Collective consumption expenditure of general government","2,200"
"2007","Greece","Current prices, units of national currency per capita","Gross domestic product at market prices","21,100"
"2007","Greece","Current prices, units of national currency per capita","Final consumption expenditure","18,000"
"2007","Greece","Current prices, units of national currency per capita","Final consumption expenditure of general government","4,300"
"2007","Greece","Current prices, units of national currency per capita","Individual consumption expenditure of general government","2,100"
"2007","Greece","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,200"
"2007","Greece","Current prices, PPS per capita","Gross domestic product at market prices","24,100"
"2007","Greece","Current prices, PPS per capita","Final consumption expenditure","20,600"
"2007","Greece","Current prices, PPS per capita","Final consumption expenditure of general government","5,000"
"2007","Greece","Current prices, PPS per capita","Individual consumption expenditure of general government","2,500"
"2007","Greece","Current prices, PPS per capita","Collective consumption expenditure of general government","2,500"
"2007","Greece","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","22,700"
"2007","Greece","Chain linked volumes (2010), euro per capita","Final consumption expenditure","19,600"
"2007","Greece","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","4,800"
"2007","Greece","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","2,400"
"2007","Greece","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,400"
"2007","Greece","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","111.7"
"2007","Greece","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","105.6"
"2007","Greece","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","105.4"
"2007","Greece","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","106.3"
"2007","Greece","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","104.5"
"2007","Spain","Current prices, euro per capita","Gross domestic product at market prices","23,900"
"2007","Spain","Current prices, euro per capita","Final consumption expenditure","17,800"
"2007","Spain","Current prices, euro per capita","Final consumption expenditure of general government","4,200"
"2007","Spain","Current prices, euro per capita","Individual consumption expenditure of general government","2,400"
"2007","Spain","Current prices, euro per capita","Collective consumption expenditure of general government","1,800"
"2007","Spain","Current prices, units of national currency per capita","Gross domestic product at market prices","23,900"
"2007","Spain","Current prices, units of national currency per capita","Final consumption expenditure","17,800"
"2007","Spain","Current prices, units of national currency per capita","Final consumption expenditure of general government","4,200"
"2007","Spain","Current prices, units of national currency per capita","Individual consumption expenditure of general government","2,400"
"2007","Spain","Current prices, units of national currency per capita","Collective consumption expenditure of general government","1,800"
