"TIME","GEO","SEX","AGE","UNIT","REASON","Value","Flag and Footnotes"
"2007","European Union (15 countries)","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","4.5",""
"2007","European Union (15 countries)","Females","From 15 to 24 years","Percentage","In education or training","55.6",""
"2007","European Union (15 countries)","Females","From 15 to 24 years","Percentage","Other","11.9",""
"2007","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Could not find a full-time job","27.4",""
"2007","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Own illness or disability","0.9",""
"2007","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities","5.1",""
"2007","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","14.9",""
"2007","European Union (15 countries)","Females","From 15 to 29 years","Percentage","In education or training","39.3",""
"2007","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Other","12.4",""
"2007","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Could not find a full-time job","32.5",""
"2007","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Own illness or disability","0.7","u"
"2007","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities","3.5",""
"2007","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","6.9",""
"2007","European Union (15 countries)","Females","From 20 to 24 years","Percentage","In education or training","41.4",""
"2007","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Other","15.0",""
"2007","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Could not find a full-time job","31.9",""
"2007","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Own illness or disability","1.0",""
"2007","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities","6.3",""
"2007","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","19.2",""
"2007","European Union (15 countries)","Females","From 20 to 29 years","Percentage","In education or training","27.5",""
"2007","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Other","14.1",""
"2007","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Could not find a full-time job","31.4",""
"2007","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Own illness or disability","1.4",""
"2007","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities","8.8",""
"2007","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","30.5",""
"2007","European Union (15 countries)","Females","From 25 to 29 years","Percentage","In education or training","14.8",""
"2007","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Other","13.2",""
"2007","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Could not find a full-time job","11.7",""
"2007","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2007","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.7","u"
"2007","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","u"
"2007","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","In education or training","75.3",""
"2007","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Other","10.6",""
"2007","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Could not find a full-time job","25.2",""
"2007","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Own illness or disability","0.7",""
"2007","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities","2.6",""
"2007","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","2.1",""
"2007","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","In education or training","55.0",""
"2007","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Other","14.5",""
"2007","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Could not find a full-time job","29.3",""
"2007","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Own illness or disability","1.0",""
"2007","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","4.6",""
"2007","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","8.7",""
"2007","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","In education or training","41.1",""
"2007","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Other","15.2",""
"2007","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Could not find a full-time job","32.6",""
"2007","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Own illness or disability","1.0","u"
"2007","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities","3.1",""
"2007","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","2.9",""
"2007","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","In education or training","43.7",""
"2007","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Other","16.7",""
"2007","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Could not find a full-time job","34.1",""
"2007","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Own illness or disability","1.2",""
"2007","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","5.4",""
"2007","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","10.9",""
"2007","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","In education or training","31.9",""
"2007","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Other","16.5",""
"2007","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Could not find a full-time job","35.4",""
"2007","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Own illness or disability","1.4",""
"2007","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities","7.7",""
"2007","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","18.5",""
"2007","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","In education or training","20.7",""
"2007","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Other","16.3",""
"2007","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","Could not find a full-time job","9.9",""
"2007","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2007","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.6","u"
"2007","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","c"
"2007","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","In education or training","78.0",""
